time     ke      pe    etot  momentum diffCoeff temp 
0.0 1.12109817702e-19 -7.23949821705e-19 -6.11840004003e-19 1.2490009027e-15 0.0 50.1883221638
0.1 4.99844581303e-20 -6.92543266104e-19 -6.42558807973e-19 8.74300631892e-16 4.12932663722e+13 22.3765959061
0.201 3.78297813496e-20 -6.86337227314e-19 -6.48507445965e-19 -4.71844785466e-16 3.88832707452e+13 16.9352987336
0.3 5.34716959856e-20 -6.93858010274e-19 -6.40386314288e-19 8.32667268469e-17 2.64994728738e+13 23.9377314117
0.4 5.45566204265e-20 -6.94183459022e-19 -6.39626838596e-19 -3.53883589099e-16 1.76543091284e+13 24.4234206981
0.5 6.98806711003e-20 -7.01573106752e-19 -6.31692435652e-19 -6.66133814775e-16 1.17197378326e+13 31.2835548758
0.6 4.91689145799e-20 -6.90967096715e-19 -6.41798182135e-19 1.2490009027e-15 1.00562768626e+13 22.0115006514
0.7 6.15324130298e-20 -6.96937901669e-19 -6.35405488639e-19 -1.13797860024e-15 7.24945270794e+12 27.5462812442
0.8 7.03126682002e-20 -7.01051711016e-19 -6.30739042815e-19 -1.74860126378e-15 5.54976750104e+12 31.4769474802
0.901 5.61177547391e-20 -6.93692650663e-19 -6.37574895924e-19 -1.99840144433e-15 6.02187057665e+12 25.1222953679
1.001 6.17089327229e-20 -6.96261456633e-19 -6.3455252391e-19 -2.81719092499e-15 6.04528022148e+12 27.6253040042
1.101 6.24129788277e-20 -6.96307612664e-19 -6.33894633836e-19 -3.64985819346e-15 6.25326481563e+12 27.940485078
1.201 4.59099912631e-20 -6.87818136502e-19 -6.41908145239e-19 -4.08353906245e-15 6.43154650272e+12 20.5525749598
1.301 6.36038330208e-20 -6.96404936913e-19 -6.32801103892e-19 -3.30291349826e-15 4.98558783258e+12 28.4735960501
1.401 6.8246356335e-20 -6.98449467193e-19 -6.30203110858e-19 -2.72004641033e-15 3.92363130092e+12 30.5519194344
1.501 6.1347103767e-20 -6.94734412195e-19 -6.33387308428e-19 -2.31759056391e-15 3.74170455034e+12 27.463323648
1.601 6.50128135503e-20 -6.96308023305e-19 -6.31295209755e-19 -1.27675647832e-15 3.67291615621e+12 29.1043558728
1.701 6.29663671237e-20 -6.94996843298e-19 -6.32030476175e-19 -1.29063426613e-15 3.87614692715e+12 28.1882210092
1.801 5.66646152897e-20 -6.91584123808e-19 -6.34919508518e-19 -1.72084568817e-15 4.09476971082e+12 25.3671090163
1.901 6.25220946728e-20 -6.94235689457e-19 -6.31713594784e-19 -2.92821322745e-15 3.80743466263e+12 27.9893330852
2.001 6.69395422521e-20 -6.96160135198e-19 -6.29220592946e-19 -3.71230823859e-15 3.4763691477e+12 29.9668965743
2.101 6.32489605877e-20 -6.94047325349e-19 -6.30798364761e-19 3.1918911958e-16 3.45776515206e+12 28.3147299279
2.201 6.18879581091e-20 -6.93078520085e-19 -6.31190561976e-19 -1.2351231149e-15 3.50517839961e+12 27.7054484906
2.301 5.68592526876e-20 -6.90274007939e-19 -6.33414755252e-19 8.881784197e-16 3.32492452034e+12 25.4542425487
2.401 7.39204618694e-20 -6.98498631071e-19 -6.24578169201e-19 -1.25940924356e-15 2.74755005819e+12 33.0920523362
2.501 7.10999715275e-20 -6.96758876277e-19 -6.25658904749e-19 -1.94289029309e-16 2.76713276484e+12 31.829400404
2.601 5.83109256023e-20 -6.90091352494e-19 -6.31780426892e-19 -1.81799020282e-15 3.20766368839e+12 26.1041145172
2.701 6.4033475756e-20 -6.92665997425e-19 -6.28632521669e-19 -3.3723024373e-15 3.3038276515e+12 28.6659346735
2.801 6.71914158953e-20 -6.93928739934e-19 -6.26737324039e-19 -1.74860126378e-15 3.30419340675e+12 30.0796531179
2.901 5.86039887594e-20 -6.89344492463e-19 -6.30740503703e-19 -1.83186799063e-15 3.33045935544e+12 26.2353104146
3.001 6.90307148315e-20 -6.94262623667e-19 -6.25231908835e-19 -2.03309591384e-15 3.02902434886e+12 30.9030540426
3.101 6.96108091436e-20 -6.94235579582e-19 -6.24624770439e-19 1.4155343564e-15 2.84685596403e+12 31.1627454846
3.201 6.80517691687e-20 -6.93155257256e-19 -6.25103488087e-19 2.83106871279e-15 2.86651371692e+12 30.4648083893
3.301 6.67880708159e-20 -6.92210689964e-19 -6.25422619148e-19 3.78863607153e-15 2.96392268343e+12 29.8990871942
3.401 6.52091187232e-20 -6.91117071716e-19 -6.25907952993e-19 4.87804241445e-15 3.05265017476e+12 29.1922360198
3.501 6.83101693299e-20 -6.92357703383e-19 -6.24047534053e-19 6.06459327201e-15 3.05248365496e+12 30.5804866662
3.601 6.69872921299e-20 -6.91367159672e-19 -6.24379867542e-19 8.65973959208e-15 3.08311852642e+12 29.9882728133
3.701 6.74311968389e-20 -6.91283020415e-19 -6.23851823576e-19 1.01585406753e-14 3.07418359479e+12 30.1869961097
3.801 7.04104697087e-20 -6.92442493033e-19 -6.22032023324e-19 8.20177259442e-15 3.01576330738e+12 31.5207303863
3.9 6.95774393979e-20 -6.91698322182e-19 -6.22120882784e-19 9.71445146547e-15 3.02955473508e+12 31.1478068148
4.0 6.28245810992e-20 -6.88007311255e-19 -6.25182730156e-19 1.06581410364e-14 3.02473175477e+12 28.1247475077
4.1 7.840466447e-20 -6.95482932795e-19 -6.17078268325e-19 1.04083408559e-14 2.84911111479e+12 35.0995001171
4.2 6.94336975727e-20 -6.90636765701e-19 -6.21203068128e-19 1.03389519168e-14 2.98304858239e+12 31.083457758
4.3 6.50754329669e-20 -6.88173653522e-19 -6.23098220555e-19 9.27036225562e-15 3.11335872384e+12 29.1323887741
4.4 7.57563196587e-20 -6.93138012593e-19 -6.17381692934e-19 8.881784197e-15 3.08986193952e+12 33.913912759
4.5 6.57348872268e-20 -6.87776430781e-19 -6.22041543555e-19 9.17321774097e-15 3.18285829278e+12 29.4276073689
4.6 7.53190373541e-20 -6.92219723586e-19 -6.16900686232e-19 1.04083408559e-14 3.12535006055e+12 33.7181541213
4.7 6.88802571105e-20 -6.88633512444e-19 -6.19753255333e-19 1.24691923453e-14 3.14080126724e+12 30.8356984735
4.8 7.2614492489e-20 -6.90182574041e-19 -6.17568081552e-19 1.06581410364e-14 3.10042491754e+12 32.5074076249
4.9 7.73144417605e-20 -6.92170045375e-19 -6.14855603615e-19 1.07969189145e-14 3.09598819399e+12 34.611438949
5.0 6.55349069817e-20 -6.85921880159e-19 -6.20386973177e-19 1.47104550763e-14 3.21586228383e+12 29.3380819984
5.1 7.63932226836e-20 -6.91004636954e-19 -6.1461141427e-19 1.29063426613e-14 3.15827744681e+12 34.1990358182
5.2 8.00109321896e-20 -6.92436258884e-19 -6.12425326694e-19 1.31006316906e-14 3.18464074248e+12 35.8185797075
5.3 6.97684513204e-20 -6.86938424926e-19 -6.17169973605e-19 1.46271883494e-14 3.38597908073e+12 31.2333173268
5.4 6.96089289219e-20 -6.86487881073e-19 -6.16878952151e-19 1.46826995007e-14 3.44361080845e+12 31.1619037638
5.5 7.53350729794e-20 -6.88974626519e-19 -6.1363955354e-19 1.51822998617e-14 3.32462607399e+12 33.7253328069
5.6 7.78150189789e-20 -6.8983110434e-19 -6.12016085361e-19 1.60982338571e-14 3.2389103472e+12 34.8355328885
5.7 7.87430193142e-20 -6.89953081253e-19 -6.11210061939e-19 1.60704782814e-14 3.25329422573e+12 35.2509717926
5.8 7.84965468356e-20 -6.8944082482e-19 -6.10944277984e-19 1.51822998617e-14 3.36588259723e+12 35.1406331941
5.9 7.17770706457e-20 -6.85695055744e-19 -6.13917985099e-19 1.71529457305e-14 3.53260188997e+12 32.1325180914
6.0 7.62741761726e-20 -6.87561124519e-19 -6.11286948347e-19 1.75692793647e-14 3.56458720971e+12 34.1457421392
6.1 8.16680516704e-20 -6.89869543629e-19 -6.08201491959e-19 1.7763568394e-14 3.5743714272e+12 36.5604241603
6.2 7.54598469795e-20 -6.86403891272e-19 -6.10944044293e-19 1.75970349403e-14 3.70052241088e+12 33.7811905171
6.3 6.78157779586e-20 -6.82221738433e-19 -6.14405960475e-19 1.90542026601e-14 3.77526507491e+12 30.3591619515
6.4 7.81769667934e-20 -6.87047384948e-19 -6.08870418154e-19 1.78052017574e-14 3.61629209773e+12 34.9975664543
6.5 8.9150043981e-20 -6.92146974592e-19 -6.02996930611e-19 2.05113703799e-14 3.46239057297e+12 39.9098956714
6.6 8.2706582173e-20 -6.88548953392e-19 -6.05842371219e-19 1.9283186159e-14 3.56562271203e+12 37.0253442227
