time     ke      pe    etot  momentum diffCoeff temp 
0.0 1.35609455255e-19 -7.23950295976e-19 -5.88340840721e-19 -2.77555756156e-17 0.0 60.7084300759
0.1 6.05070304013e-20 -6.85981984382e-19 -6.2547495398e-19 -6.73072708679e-16 4.99229738569e+13 27.0872471046
0.201 4.53901158993e-20 -6.78250748129e-19 -6.3286063223e-19 -1.49880108324e-15 4.70789629674e+13 20.3198417989
0.3 6.48310507483e-20 -6.87635315118e-19 -6.2280426437e-19 -5.55111512313e-16 3.15410148102e+13 29.0229859246
0.4 6.98096092159e-20 -6.89844993301e-19 -6.20035384085e-19 -8.32667268469e-16 2.07650760185e+13 31.2517425259
0.5 7.7889109915e-20 -6.93573338859e-19 -6.15684228944e-19 -1.91513471748e-15 1.42350346311e+13 34.8687012573
0.6 6.95010689033e-20 -6.89066515049e-19 -6.19565446145e-19 -9.43689570931e-16 1.14902804149e+13 31.1136179537
0.7 6.61625496532e-20 -6.87109175936e-19 -6.20946626282e-19 -1.40165656859e-15 9.1001039697e+12 29.6190594654
0.8 8.34108044606e-20 -6.9541624592e-19 -6.12005441459e-19 -1.36002320517e-15 6.54625663275e+12 37.3406041684
0.901 7.84839274993e-20 -6.92619981049e-19 -6.1413605355e-19 -2.40085729075e-15 6.4857028981e+12 35.1349838823
1.001 6.96110245884e-20 -6.87867716964e-19 -6.18256692375e-19 -3.1918911958e-15 7.54128504784e+12 31.162841933
1.101 6.79477744938e-20 -6.86699922236e-19 -6.18752147743e-19 -2.58126853225e-15 7.92611546904e+12 30.4182529818
1.201 6.35355347902e-20 -6.84176939615e-19 -6.20641404824e-19 -3.05311331772e-15 7.23438095973e+12 28.443020908
1.301 7.91325185038e-20 -6.91670236702e-19 -6.12537718198e-19 -3.44169137634e-15 5.46178707665e+12 35.4253393119
1.401 8.72597693743e-20 -6.95380274468e-19 -6.08120505094e-19 -3.20576898361e-15 4.66624017516e+12 39.0636744137
1.501 6.43292182472e-20 -6.83599102179e-19 -6.19269883932e-19 -2.06779038336e-15 5.20781065875e+12 28.7983300313
1.601 7.68620150359e-20 -6.89543179075e-19 -6.12681164039e-19 -2.78943534937e-15 4.93256307658e+12 34.4089005927
1.701 7.66817313664e-20 -6.89086847238e-19 -6.12405115872e-19 -3.0114799543e-15 4.74016437656e+12 34.3281928093
1.801 7.29802790986e-20 -6.86903977654e-19 -6.13923698555e-19 -4.01068067646e-15 4.69528576435e+12 32.6711597082
1.901 8.08837626726e-20 -6.90495329722e-19 -6.09611567049e-19 -6.07847105982e-15 4.51348406223e+12 36.2093206646
2.001 7.47156115786e-20 -6.87054117688e-19 -6.1233850611e-19 -5.88418203051e-15 4.66938475383e+12 33.4480178581
