time     ke      pe    etot  momentum diffCoeff temp 
0.0 1.89839716133e-19 -7.10821462286e-19 -5.20981746153e-19 3.60822483003e-16 0.0 84.9857490452
0.1 1.13277610385e-19 -6.72104738526e-19 -5.58827128142e-19 2.38697950294e-15 7.69203944506e+13 50.7111091647
0.201 5.47685329343e-20 -6.42661061108e-19 -5.87892528174e-19 2.99760216649e-15 8.99470391584e+13 24.5182877975
0.3 8.31983868292e-20 -6.56549207429e-19 -5.73350820599e-19 3.0114799543e-15 6.99437081533e+13 37.2455109399
0.4 9.07546210778e-20 -6.60031407657e-19 -5.69276786579e-19 4.45997405674e-15 5.2423406766e+13 40.6282184189
0.5 9.41657148199e-20 -6.6144521611e-19 -5.6727950129e-19 4.60742555219e-15 3.93630586894e+13 42.1552664078
0.6 9.80188511393e-20 -6.63072574585e-19 -5.65053723445e-19 4.71844785466e-15 2.91135025493e+13 43.8802040707
0.7 1.08418012182e-19 -6.6798399577e-19 -5.59565983588e-19 3.66373598126e-15 2.1051180586e+13 48.5356076325
0.8 1.14504716945e-19 -6.70697509416e-19 -5.56192792471e-19 4.0800696155e-15 1.64888631612e+13 51.2604492729
0.901 1.01747101468e-19 -6.63980540491e-19 -5.62233439022e-19 1.22124532709e-15 1.51476871034e+13 45.5492338886
1.001 1.10379331805e-19 -6.6796487188e-19 -5.57585540075e-19 -1.49880108324e-15 1.42933915894e+13 49.4136336887
1.101 1.03886659724e-19 -6.64369794459e-19 -5.60483134736e-19 8.18789480661e-16 1.46511307626e+13 46.5070522243
1.201 9.59679091109e-20 -6.60103747687e-19 -5.64135838576e-19 -2.20656826144e-15 1.51245034583e+13 42.9620566563
1.301 1.02190767668e-19 -6.62878943214e-19 -5.60688175545e-19 2.22044604925e-16 1.46485068027e+13 45.7478504116
1.401 1.01405872033e-19 -6.62154090507e-19 -5.60748218475e-19 2.3037127761e-15 1.39602231915e+13 45.3964753417
1.501 1.05044471828e-19 -6.63645133324e-19 -5.58600661496e-19 4.41313652288e-15 1.30576202923e+13 47.0253712092
1.601 1.06215745132e-19 -6.63876669512e-19 -5.57660924381e-19 8.78463968235e-15 1.22759184589e+13 47.5497163834
1.701 1.0658795143e-19 -6.63713922239e-19 -5.57125970809e-19 1.01030295241e-14 1.1751012769e+13 47.7163423758
1.801 1.03145044828e-19 -6.61644738719e-19 -5.5849969389e-19 8.77076189454e-15 1.13402359467e+13 46.1750526899
1.901 1.10909655801e-19 -6.65191494481e-19 -5.5428183868e-19 7.4523720528e-15 1.08326352482e+13 49.6510444001
2.001 1.12181869577e-19 -6.65494383452e-19 -5.53312513875e-19 6.98052726733e-15 1.08739012695e+13 50.2205777037
2.101 1.03631000913e-19 -6.60887440436e-19 -5.57256439523e-19 6.98746616123e-15 1.14560459949e+13 46.3926011709
2.201 9.98137566221e-20 -6.58653280048e-19 -5.58839523426e-19 6.59194920871e-15 1.17928094836e+13 44.6837313306
2.301 1.08400062473e-19 -6.62603248268e-19 -5.54203185795e-19 5.30131494259e-15 1.16511017737e+13 48.5275720672
2.401 1.05523519473e-19 -6.6082668963e-19 -5.55303170157e-19 4.55191440096e-15 1.15801948915e+13 47.2398269812
2.501 1.0441383916e-19 -6.59933046283e-19 -5.55519207123e-19 8.74300631892e-15 1.14555797832e+13 46.7430552071
2.601 1.13986383453e-19 -6.64388587646e-19 -5.50402204192e-19 4.02455846427e-15 1.1184090881e+13 51.0284063635
2.701 1.07010650044e-19 -6.60503381863e-19 -5.53492731819e-19 3.06005221162e-15 1.12863857195e+13 47.9055723167
2.801 1.03075693693e-19 -6.58225461461e-19 -5.55149767768e-19 3.58046925442e-15 1.13038646649e+13 46.1440061928
2.901 1.1466017513e-19 -6.63624449266e-19 -5.48964274136e-19 3.30291349826e-15 1.10352428262e+13 51.330043405
3.001 1.06139805624e-19 -6.59002389031e-19 -5.52862583406e-19 3.96557786608e-15 1.09748964011e+13 47.5157204629
3.101 1.12296810627e-19 -6.61703903081e-19 -5.49407092454e-19 6.32827124036e-15 1.0743598241e+13 50.2720334868
3.201 1.14101188043e-19 -6.62226411802e-19 -5.48125223759e-19 6.24500451352e-15 1.06189976471e+13 51.0798010571
3.301 1.17746058534e-19 -6.63698822211e-19 -5.45952763677e-19 6.5780714209e-15 1.07510216594e+13 52.7115041337
3.401 1.11992283876e-19 -6.60473297811e-19 -5.48481013936e-19 9.35362898247e-15 1.12315362106e+13 50.1357056699
3.501 1.04661686215e-19 -6.56453272052e-19 -5.51791585837e-19 9.99200722163e-15 1.17142035417e+13 46.8540091636
3.601 1.08244234238e-19 -6.57883415606e-19 -5.49639181368e-19 5.55111512313e-15 1.18430339749e+13 48.4578122743
3.701 1.10011706224e-19 -6.5838950339e-19 -5.48377797166e-19 3.64985819346e-15 1.17535278326e+13 49.2490583511
3.801 1.17294999654e-19 -6.61665306719e-19 -5.44370307065e-19 2.10942374679e-15 1.15915345284e+13 52.5095781216
3.9 1.2171419298e-19 -6.63501950808e-19 -5.41787757828e-19 2.40085729075e-15 1.16675076177e+13 54.4879231312
4.0 1.05140175923e-19 -6.54851632063e-19 -5.49711456139e-19 1.27675647832e-15 1.20677867813e+13 47.068215164
4.1 1.06601840251e-19 -6.55222127152e-19 -5.48620286901e-19 1.38777878078e-15 1.21641208589e+13 47.7225599991
4.2 1.13544831256e-19 -6.58310264804e-19 -5.44765433548e-19 -1.44328993201e-15 1.1952573625e+13 50.8307362184
4.3 1.2264026888e-19 -6.62456917524e-19 -5.39816648644e-19 -1.08246744901e-15 1.1715633471e+13 54.902500521
4.4 1.20326302609e-19 -6.60902450879e-19 -5.40576148269e-19 -5.38458166943e-15 1.17343426098e+13 53.8666047623
4.5 1.20642233355e-19 -6.60665547717e-19 -5.40023314362e-19 -2.55351295664e-15 1.19776141434e+13 54.0080378174
4.6 1.14705765529e-19 -6.57307722738e-19 -5.42601957209e-19 -6.7515437685e-15 1.23944394129e+13 51.3504529077
