time     ke      pe    etot  momentum diffCoeff temp 
0.0 2.66776385028e-19 -7.10822215735e-19 -4.44045830706e-19 -2.77555756156e-15 0.0 119.428070011
0.1 1.64108257444e-19 -6.58897783599e-19 -4.94789526155e-19 -2.44249065418e-15 1.09072778507e+14 73.4665193749
0.201 8.65771882278e-20 -6.19851893686e-19 -5.33274705458e-19 -2.00534033823e-15 1.3159658719e+14 38.7581025808
0.3 1.11844734465e-19 -6.32002189197e-19 -5.20157454732e-19 -5.82867087928e-16 1.09365642952e+14 50.0696520673
0.4 1.17198215639e-19 -6.34246934794e-19 -5.17048719155e-19 -3.88578058619e-16 8.53611518479e+13 52.4662507182
0.5 1.37910965664e-19 -6.44153118312e-19 -5.06242152648e-19 -4.32986979604e-15 6.38273699904e+13 61.7387497056
0.6 1.40493964115e-19 -6.45005037363e-19 -5.04511073248e-19 -1.99840144433e-15 4.88918992495e+13 62.8950833888
0.7 1.4190967064e-19 -6.45305114808e-19 -5.03395444168e-19 -3.41393580072e-15 3.83885233784e+13 63.528854245
0.8 1.46931015054e-19 -6.47347789517e-19 -5.00416774462e-19 -2.6645352591e-15 3.06863650938e+13 65.7767648769
0.901 1.46773392373e-19 -6.4678047727e-19 -5.00007084897e-19 -3.7261860264e-15 2.54569678212e+13 65.7062017625
1.001 1.5409589253e-19 -6.49941977312e-19 -4.95846084782e-19 -4.55191440096e-15 2.21214705401e+13 68.9842732502
1.101 1.50836947907e-19 -6.47761745209e-19 -4.96924797302e-19 -3.80251385934e-15 2.09365251788e+13 67.5253380207
1.201 1.41861639282e-19 -6.42757507956e-19 -5.00895868674e-19 -1.02001740387e-15 2.04584132581e+13 63.5073519955
1.301 1.53400401678e-19 -6.48004515038e-19 -4.9460411336e-19 -3.47638584586e-15 1.95948831312e+13 68.6729221156
1.401 1.43341141518e-19 -6.42423788546e-19 -4.99082647029e-19 -3.74700270811e-15 1.96261556519e+13 64.169682346
1.501 1.41126583655e-19 -6.40791440462e-19 -4.99664856807e-19 -3.51108031538e-15 1.9041473208e+13 63.1782888558
1.601 1.53302503499e-19 -6.46308211013e-19 -4.93005707514e-19 -4.71844785466e-16 1.7566253603e+13 68.6290959333
