time     ke      pe    etot  momentum diffCoeff temp 
0.0 1.11598660643e-19 -7.10819716357e-19 -5.99221055714e-19 2.77555756156e-17 0.0 49.9594919354
0.1 6.32105269362e-20 -6.86355377508e-19 -6.23144850571e-19 2.49800180541e-15 4.45250641635e+13 28.2975242939
0.201 2.79021584934e-20 -6.68612335486e-19 -6.40710176992e-19 2.57432963835e-15 4.94170853092e+13 12.4909891768
0.3 5.85079930258e-20 -6.83717878134e-19 -6.25209885108e-19 2.04003480775e-15 3.51744930365e+13 26.1923359017
0.4 5.77491058139e-20 -6.83143341057e-19 -6.25394235243e-19 1.13797860024e-15 2.6919290819e+13 25.8526040508
0.5 5.37153058096e-20 -6.80979474666e-19 -6.27264168856e-19 2.44942954808e-15 2.19232874477e+13 24.0467884825
0.6 6.07421294921e-20 -6.84322237603e-19 -6.23580108111e-19 1.30451205393e-15 1.76488581275e+13 27.1924941664
0.7 6.26314310443e-20 -6.85088088054e-19 -6.2245665701e-19 1.01307850997e-15 1.5080322868e+13 28.0382798158
0.8 5.35338715993e-20 -6.80361181326e-19 -6.26827309727e-19 2.52575738102e-15 1.37465122047e+13 23.9655656353
0.901 5.81141277206e-20 -6.82495769278e-19 -6.24381641558e-19 2.52575738102e-15 1.18066651103e+13 26.0160137987
1.001 6.80447673031e-20 -6.87276552142e-19 -6.19231784839e-19 1.99840144433e-15 1.01600000633e+13 30.4616738566
1.101 6.29296321068e-20 -6.84540999462e-19 -6.21611367355e-19 1.97064586871e-15 1.00696325792e+13 28.1717758048
1.201 6.38467842232e-20 -6.84834350112e-19 -6.20987565889e-19 1.11022302463e-15 1.06166223951e+13 28.5823582751
1.301 6.15355466835e-20 -6.83488705157e-19 -6.21953158474e-19 2.52575738102e-15 1.16049806783e+13 27.5476840902
1.401 5.51493785901e-20 -6.80125213107e-19 -6.24975834517e-19 9.71445146547e-16 1.25473142706e+13 24.6887813801
1.501 5.19147772102e-20 -6.78329162591e-19 -6.26414385381e-19 3.40005801291e-15 1.27146929913e+13 23.240743916
1.601 5.7018204121e-20 -6.80723300876e-19 -6.23705096755e-19 1.33226762955e-15 1.19615683503e+13 25.5254005071
1.701 6.91989405812e-20 -6.86641964702e-19 -6.17443024121e-19 1.83186799063e-15 1.09959404315e+13 30.9783638442
1.801 6.65326065644e-20 -6.85119658516e-19 -6.18587051952e-19 2.44249065418e-15 1.09226813988e+13 29.7847232392
1.901 5.44126662501e-20 -6.78884336287e-19 -6.24471670037e-19 8.04911692853e-16 1.13333160035e+13 24.3589765778
2.001 5.98397054157e-20 -6.81427195399e-19 -6.21587489983e-19 -8.32667268469e-16 1.11900227121e+13 26.7885050136
2.101 6.88191143484e-20 -6.85726718714e-19 -6.16907604366e-19 -2.58126853225e-15 1.09138127948e+13 30.8083266277
2.201 6.94422849725e-20 -6.85852058973e-19 -6.16409774e-19 -3.52495810318e-15 1.12041693884e+13 31.0873020885
2.301 6.70793456407e-20 -6.84479904897e-19 -6.17400559256e-19 -5.99520433298e-15 1.20594486301e+13 30.029482507
2.401 5.50414350742e-20 -6.78262195097e-19 -6.23220760023e-19 -5.21804821574e-15 1.31465811694e+13 24.6404581907
2.501 5.06075074657e-20 -6.75884622793e-19 -6.25277115327e-19 -4.65599780952e-15 1.36393090972e+13 22.6555170694
2.601 6.45421169176e-20 -6.82678690113e-19 -6.18136573196e-19 -7.32053306862e-15 1.33427639661e+13 28.8936386071
2.701 6.96369306974e-20 -6.85031924096e-19 -6.15394993398e-19 -6.32827124036e-15 1.31745929492e+13 31.1744393486
2.801 6.25312788845e-20 -6.81306827444e-19 -6.1877554856e-19 -4.27435864481e-15 1.34491939463e+13 27.9934445911
