time     ke      pe    etot  momentum diffCoeff temp 
0.0 6.53947404056e-19 -7.1082199057e-19 -5.68745865138e-20 2.24820162487e-15 0.0 292.753334772
0.1 3.17333969804e-19 -5.40293872258e-19 -2.22959902454e-19 8.21565038223e-15 2.50453882823e+14 142.061238137
0.201 3.17498890193e-19 -5.38633768748e-19 -2.21134878555e-19 1.14908083049e-14 2.44179628428e+14 142.135068224
0.3 3.08263212053e-19 -5.32056878796e-19 -2.23793666744e-19 1.18238752123e-14 2.03279738737e+14 138.000522299
0.4 3.35175841527e-19 -5.43575366606e-19 -2.08399525078e-19 9.65894031424e-15 1.65113345871e+14 150.04852796
0.5 3.74497233899e-19 -5.6114363576e-19 -1.86646401862e-19 9.0483176507e-15 1.34393949608e+14 167.651577797
0.6 3.57427180703e-19 -5.50415785284e-19 -1.92988604581e-19 3.77475828373e-15 1.16450854104e+14 160.009808801
0.7 3.50057596679e-19 -5.44920109766e-19 -1.94862513087e-19 3.33066907388e-16 1.02869141002e+14 156.710659228
0.8 3.52303302867e-19 -5.44067358464e-19 -1.91764055598e-19 -5.55111512313e-17 9.00264448568e+13 157.715996922
0.901 3.91160780136e-19 -5.61600135109e-19 -1.70439354973e-19 3.08086889333e-15 7.73530707184e+13 175.111365389
1.001 3.73994470753e-19 -5.5090872969e-19 -1.76914258937e-19 7.60502771868e-15 7.00037466272e+13 167.426505281
1.101 3.90174090987e-19 -5.56723268154e-19 -1.66549177168e-19 1.09356967926e-14 6.53801257448e+13 174.6696532
1.201 4.24530809961e-19 -5.71799012955e-19 -1.47268202994e-19 6.18949336229e-15 6.44338323952e+13 190.050162381
1.301 3.49090786311e-19 -5.3202597405e-19 -1.82935187739e-19 4.35762537165e-15 6.85202408583e+13 156.277846195
1.401 4.14575472228e-19 -5.62574108566e-19 -1.47998636339e-19 4.38538094727e-15 7.00372184061e+13 185.593445675
1.501 3.58802123986e-19 -5.32499559782e-19 -1.73697435796e-19 -5.55111512313e-16 7.3579576543e+13 160.625331133
1.601 3.67867573711e-19 -5.34934116028e-19 -1.67066542317e-19 4.55191440096e-15 7.49656355961e+13 164.683670721
1.701 3.71827453569e-19 -5.34980550859e-19 -1.6315309729e-19 3.24740234703e-15 7.46946968028e+13 166.456394378
1.801 3.64840083341e-19 -5.29361929468e-19 -1.64521846127e-19 2.69229083472e-15 7.34163280091e+13 163.328350864
1.901 3.89117578758e-19 -5.39555422676e-19 -1.50437843918e-19 5.80091530367e-15 7.0503314534e+13 174.196683239
2.001 4.19053813496e-19 -5.52422787829e-19 -1.33368974333e-19 7.9936057773e-15 6.81671257679e+13 187.598269507
2.101 3.94482295277e-19 -5.38295896373e-19 -1.43813601097e-19 5.44009282066e-15 6.86040646219e+13 176.598311629
2.201 3.83632827662e-19 -5.30515587243e-19 -1.46882759582e-19 9.99200722163e-16 6.88974417866e+13 171.741318842
2.301 4.13060380567e-19 -5.42983039749e-19 -1.29922659182e-19 3.33066907388e-16 6.8289074237e+13 184.915182969
2.401 4.31083068931e-19 -5.49925609289e-19 -1.18842540359e-19 3.10862446895e-15 6.89247005759e+13 192.983419171
2.501 3.98969407322e-19 -5.31856321833e-19 -1.32886914511e-19 6.91113832829e-15 7.13044449304e+13 178.607061884
2.601 4.1106610914e-19 -5.35845105736e-19 -1.24778996596e-19 5.21804821574e-15 7.31885053777e+13 184.022405343
2.701 3.81588847079e-19 -5.18601608486e-19 -1.37012761407e-19 2.88657986403e-15 7.52562465901e+13 170.826287865
2.801 3.98660091111e-19 -5.24610534844e-19 -1.25950443733e-19 1.08246744901e-15 7.59466354419e+13 178.468589965
2.901 4.69827355021e-19 -5.57402382272e-19 -8.75750272519e-20 7.07767178199e-16 7.55870607066e+13 210.328115222
3.001 4.14404393405e-19 -5.26808293742e-19 -1.12403900337e-19 -4.64905891562e-15 7.75736491743e+13 185.516858635
3.101 4.30022420437e-19 -5.32131696581e-19 -1.02109276144e-19 -5.99520433298e-15 7.89801480104e+13 192.508597524
3.201 4.2583589261e-19 -5.27322290799e-19 -1.01486398189e-19 -9.99200722163e-16 8.08568114251e+13 190.634410128
